0;1;2
0;10;10
0;23;2
0;24;12
0;25;8
0;59;1
0;60;4
0;81;11
0;88;7
0;93;11
0;94;9
0;103;4
0;109;6
0;112;3
0;113;2
0;130;11
0;142;4
0;144;3
0;163;1
0;167;5
0;171;7
0;173;12
0;185;12
0;188;2
0;192;5
0;209;6
0;242;11
0;245;9
0;246;11
0;257;0
0;267;2
0;282;2
0;286;12
0;290;1
0;295;1
1;9;8
1;11;2
1;12;1
1;17;0
1;47;6
1;48;10
1;74;3
1;75;10
1;77;8
1;100;5
1;120;11
1;129;11
1;136;10
1;138;2
1;144;10
1;149;7
1;160;7
1;182;3
1;187;2
1;188;8
1;221;2
1;237;12
1;241;2
1;245;8
1;255;11
1;256;1
1;257;0
1;261;10
1;275;6
1;298;7
2;3;9
2;7;1
2;8;0
2;12;0
2;24;3
2;32;1
2;34;6
2;42;9
2;52;10
2;58;5
2;79;4
2;81;1
2;94;2
2;101;9
2;110;3
2;118;6
2;156;12
2;158;12
2;160;9
2;169;7
2;176;10
2;180;0
2;186;0
2;197;8
2;221;9
2;223;12
2;227;3
2;230;11
2;288;7
3;20;9
3;25;7
3;31;3
3;32;2
3;36;6
3;38;5
3;43;3
3;44;4
3;64;8
3;66;3
3;69;8
3;71;2
3;76;6
3;81;7
3;127;3
3;194;8
3;195;12
3;204;2
3;209;0
3;223;10
3;235;4
3;241;11
3;247;1
3;255;11
3;274;12
3;281;10
3;284;8
3;296;9
3;298;0
4;9;0
4;14;0
4;18;1
4;34;4
4;35;0
4;86;11
4;90;11
4;96;0
4;97;7
4;104;9
4;115;11
4;141;10
4;145;0
4;147;3
4;149;9
4;153;0
4;156;0
4;163;3
4;180;7
4;183;2
4;186;2
4;201;7
4;202;3
4;222;0
4;229;5
4;240;1
4;258;12
5;6;10
5;8;5
5;13;5
5;22;5
5;28;9
5;39;11
5;41;1
5;49;0
5;50;11
5;54;12
5;57;0
5;68;6
5;74;9
5;88;12
5;112;2
5;113;8
5;123;3
5;154;8
5;159;3
5;165;4
5;168;5
5;183;6
5;192;7
5;196;12
5;206;11
5;216;11
5;235;7
5;237;5
5;242;10
5;253;12
5;259;1
5;261;5
5;264;1
5;265;4
5;269;6
5;274;8
5;299;7
6;15;7
6;17;8
6;24;0
6;25;1
6;29;10
6;33;0
6;37;12
