0;1;2
0;4;4
0;6;5
0;7;5
0;9;4
0;13;1
0;15;5
0;16;2
0;18;5
0;24;3
0;28;8
0;30;0
0;32;4
0;34;2
0;38;4
1;4;2
1;5;3
1;18;3
1;22;8
1;31;5
2;4;6
2;5;2
2;9;5
2;10;6
2;11;5
2;13;8
2;16;5
2;17;0
2;18;1
2;19;3
2;20;4
2;22;8
2;24;6
2;31;5
2;32;7
2;36;7
2;37;3
2;38;3
3;4;2
3;5;5
3;6;7
3;7;3
3;9;1
3;10;3
3;15;2
3;18;0
3;21;7
3;22;8
3;32;5
3;37;2
4;5;0
4;7;8
4;8;2
4;10;1
4;13;4
4;14;4
4;15;7
4;17;8
4;18;2
4;19;4
4;20;4
4;21;5
4;30;4
4;31;1
4;32;8
4;34;5
5;6;0
5;10;5
5;11;3
5;15;5
5;24;0
5;25;8
5;26;7
5;28;0
5;34;5
5;36;5
6;9;6
6;10;5
6;13;8
6;16;6
6;18;8
6;21;3
6;28;6
6;30;5
6;31;0
6;34;3
6;36;2
7;9;2
7;10;5
7;11;0
7;14;8
7;16;4
7;17;7
7;19;1
7;20;2
7;21;8
7;23;4
7;25;4
7;32;1
7;33;3
7;36;3
7;37;3
8;10;0
8;12;2
8;17;3
8;22;5
8;28;1
8;31;6
8;33;7
8;34;8
8;38;4
8;39;5
9;13;7
9;21;2
9;23;2
9;25;4
9;27;3
9;34;5
9;36;4
10;15;2
10;16;1
10;20;0
10;23;7
10;26;3
10;31;6
10;35;0
11;13;5
11;14;7
11;15;8
11;18;4
11;20;0
11;21;5
11;23;5
11;31;7
11;32;8
11;38;1
12;14;3
12;18;0
12;20;8
12;24;1
12;26;0
12;27;0
12;29;1
12;32;3
12;36;6
12;39;8
13;14;7
13;15;8
13;17;4
13;19;3
13;21;4
13;22;4
13;25;2
13;26;8
13;29;8
13;31;0
13;32;4
13;33;8
13;34;3
13;35;7
13;39;8
14;18;2
14;19;8
14;21;6
14;31;5
14;32;6
14;34;4
14;39;4
15;25;8
15;29;0
15;35;1
15;36;8
15;37;7
16;22;4
16;23;7
16;25;8
16;28;4
16;29;7
16;33;5
16;39;5
17;18;2
17;21;7
17;22;8
17;27;4
17;28;2
17;29;2
17;30;0
17;33;0
17;38;7
18;20;2
18;25;1
18;31;7
18;32;0
18;33;2
18;38;6
19;21;0
19;23;0
19;24;3
19;25;8
19;27;7
19;29;8
19;31;7
19;35;4
19;38;1
20;24;5
20;25;8
20;28;4
20;31;6
20;32;6
20;33;2
21;22;6
21;26;7
21;28;6
21;30;4
22;24;6
22;27;6
22;35;6
22;36;1
22;37;8
22;39;3
23;25;4
23;27;1
23;28;0
23;30;2
23;32;8
23;33;1
23;34;7
23;39;5
24;25;8
24;26;1
24;28;2
24;29;3
24;31;8
24;34;0
24;37;5
25;27;4
25;30;0
25;32;7
25;33;5
25;36;5
25;37;0
25;39;0
26;28;4
26;29;4
26;31;5
26;35;1
26;38;4
26;39;0
27;28;4
27;38;8
28;30;1
28;33;6
29;31;1
29;32;1
29;33;7
29;34;5
29;35;4
29;38;6
30;34;1
30;38;6
31;35;1
31;36;7
32;34;5
32;35;7
32;37;1
33;35;2
33;38;4
33;39;4
34;36;3
34;37;3
34;38;6
35;36;3
35;39;0
36;38;1
