0;2;4
0;7;3
0;10;3
0;11;1
0;15;3
0;16;1
0;19;2
0;23;3
0;25;0
0;29;0
0;34;3
0;35;4
0;43;1
0;49;4
1;2;1
1;6;1
1;7;4
1;10;2
1;12;3
1;16;1
1;19;3
1;25;0
1;27;1
1;35;3
1;38;4
1;41;3
1;42;0
1;49;2
2;12;2
2;13;3
2;17;0
2;19;2
2;23;3
2;25;4
2;26;3
2;38;1
2;41;2
2;42;4
3;10;1
3;15;3
3;16;4
3;17;2
3;18;1
3;21;3
3;25;1
3;28;0
3;30;3
3;40;2
3;42;1
4;7;0
4;12;4
4;23;2
4;26;4
4;28;1
4;37;3
4;38;1
5;7;1
5;19;0
5;32;1
5;37;3
5;40;2
5;43;0
5;46;2
6;10;4
6;11;2
6;17;1
6;18;2
6;19;0
6;20;2
6;21;4
6;28;4
6;32;3
6;36;0
6;38;3
6;42;2
6;49;0
7;8;4
7;9;0
7;16;4
7;20;1
7;26;2
7;27;4
7;28;0
7;34;4
7;39;0
8;9;2
8;21;3
8;32;1
8;37;1
8;39;1
8;40;3
8;43;0
8;47;0
9;18;2
9;20;0
9;22;0
9;23;3
9;28;1
9;29;0
9;30;0
9;31;1
9;35;1
9;44;3
9;47;3
10;12;4
10;13;3
10;17;1
10;19;2
10;21;3
10;23;2
10;24;3
10;26;1
10;30;0
10;33;3
10;35;3
10;36;2
10;38;2
10;39;1
10;45;4
11;13;4
11;14;2
11;16;0
11;20;1
11;22;1
11;24;3
11;31;1
11;36;2
12;19;2
12;21;0
12;22;3
12;23;1
12;26;1
12;30;3
12;37;3
12;39;3
12;41;2
13;14;1
13;15;1
13;18;1
13;21;0
13;22;4
13;25;0
13;36;2
13;39;4
13;40;4
13;42;1
14;16;2
14;17;4
14;20;0
14;30;3
14;31;4
14;38;3
14;39;3
14;46;0
14;47;1
14;49;4
15;20;3
15;23;0
15;26;3
15;27;4
15;29;1
15;30;2
15;32;4
15;33;2
15;34;3
15;36;4
15;37;2
15;45;0
15;49;4
16;28;2
16;33;0
16;38;0
16;47;2
17;18;4
17;24;1
17;27;0
17;29;3
17;32;1
17;33;4
17;34;3
17;35;3
17;39;1
17;43;2
17;48;3
18;24;0
18;38;1
18;42;1
18;49;1
19;22;0
19;38;4
19;43;4
19;45;1
19;46;2
19;47;0
19;48;2
20;21;2
20;24;0
20;31;0
20;43;3
21;23;3
21;27;3
21;28;3
21;34;4
21;47;4
22;23;0
22;25;3
22;34;0
22;35;2
22;36;3
22;44;0
22;48;0
23;24;0
23;26;0
23;27;0
23;34;3
24;25;0
24;26;1
24;27;4
24;31;3
24;34;0
24;44;0
24;46;1
24;48;3
25;26;3
25;41;1
25;47;3
26;29;4
26;35;2
26;36;2
26;40;0
26;45;0
27;31;2
27;32;0
27;33;0
27;35;2
27;42;1
27;44;1
27;48;4
28;31;2
28;34;1
28;36;3
28;41;3
28;42;4
28;46;1
29;31;3
29;38;0
29;42;1
29;43;0
30;31;1
30;32;0
30;39;2
31;36;2
32;38;0
32;39;1
32;46;3
32;47;4
32;48;4
33;39;1
33;48;0
34;37;4
34;43;1
34;44;3
34;45;0
34;46;1
35;36;1
35;39;2
35;42;2
35;45;3
35;48;3
35;49;1
37;44;3
37;45;3
37;49;0
38;43;0
38;44;0
39;41;0
39;42;0
39;43;1
39;44;3
39;46;4
39;49;4
40;42;1
41;45;1
42;44;1
42;45;2
42;46;1
43;45;2
43;46;1
43;47;0
43;48;2
43;49;2
44;47;0
45;46;0
45;49;0
47;48;2
