0;5;10
0;8;10
0;9;10
0;14;3
0;17;8
0;22;3
0;23;1
0;26;10
0;28;9
0;31;4
0;34;2
0;35;6
0;36;4
0;40;5
0;42;9
0;43;8
0;44;9
0;45;3
0;50;5
0;52;4
0;53;10
0;66;9
0;68;3
0;70;9
0;72;3
0;80;7
0;89;5
0;90;10
1;3;5
1;4;6
1;6;1
1;8;9
1;10;0
1;15;3
1;16;1
1;17;2
1;19;10
1;21;9
1;26;8
1;28;2
1;33;4
1;37;2
1;39;0
1;42;1
1;44;6
1;46;8
1;48;1
1;50;9
1;55;1
1;58;8
1;61;9
1;66;6
1;67;8
1;68;10
1;71;5
1;74;4
1;75;0
1;78;5
1;79;1
1;82;6
1;84;1
1;95;10
1;96;6
1;97;6
2;3;5
2;10;1
2;11;0
2;13;1
2;14;6
2;27;2
2;28;2
2;31;7
2;36;3
2;37;1
2;38;6
2;41;2
2;42;0
2;43;5
2;45;8
2;49;0
2;54;8
2;58;2
2;62;1
2;64;0
2;72;3
2;74;1
2;76;2
2;77;8
2;79;1
2;82;4
2;84;9
2;85;3
2;88;5
2;89;6
2;90;3
2;91;1
3;7;5
3;12;9
3;16;1
3;24;1
3;25;6
3;26;1
3;27;2
3;30;10
3;34;3
3;37;4
3;38;6
3;40;6
3;42;2
3;43;6
3;44;9
3;46;2
3;49;8
3;53;8
3;55;6
3;56;5
3;59;4
3;64;2
3;67;10
3;69;0
3;70;0
3;71;2
3;74;1
3;75;10
3;84;4
3;86;7
3;89;0
3;93;10
3;96;3
3;97;9
4;5;2
4;8;3
4;9;0
4;10;4
4;11;7
4;14;6
4;16;0
4;17;7
4;19;10
4;20;8
4;26;6
4;27;0
4;40;2
4;41;4
4;45;6
4;47;4
4;52;5
4;55;8
4;58;2
4;63;1
4;69;3
4;73;3
4;76;3
4;83;0
4;88;4
4;90;3
4;92;6
4;93;5
4;95;3
4;98;5
5;9;9
5;14;7
5;18;7
5;23;6
5;25;7
5;28;6
5;33;1
5;35;9
5;36;10
5;37;9
5;39;9
5;40;6
5;42;5
5;45;3
5;48;10
5;51;9
5;55;0
5;56;3
5;60;7
5;62;5
5;65;3
5;67;1
5;68;2
5;74;6
5;79;6
5;81;2
5;82;4
5;84;2
5;89;4
5;98;8
6;7;0
6;8;0
6;11;8
6;14;5
6;15;0
6;19;1
6;21;0
6;26;5
6;29;2
6;30;2
6;31;3
6;34;4
6;38;8
6;46;0
6;47;6
6;48;3
6;53;5
6;54;2
6;61;0
6;63;9
6;67;10
6;76;8
6;77;6
6;80;2
6;90;10
6;95;4
6;97;9
7;8;2
7;13;2
7;14;5
7;15;8
7;17;1
7;18;10
7;19;3
7;20;2
7;25;7
7;30;9
7;31;4
7;32;10
7;38;10
7;41;6
7;42;5
7;53;4
7;55;4
7;59;3
7;64;8
7;69;6
7;70;8
7;72;1
7;73;2
7;75;8
7;77;1
7;78;1
7;79;6
7;81;5
7;82;4
7;86;8
7;87;9
7;92;5
7;94;9
7;96;9
8;10;0
8;11;0
8;12;1
8;15;9
8;16;3
8;21;8
8;24;0
8;26;8
8;29;6
8;31;3
8;32;1
8;34;10
8;37;2
8;38;3
8;40;6
8;42;5
8;50;0
8;53;9
8;57;0
8;60;1
8;61;1
8;62;10
8;68;5
8;69;9
8;75;6
8;76;6
8;78;5
8;80;2
8;81;4
8;83;2
8;87;0
8;92;9
8;94;0
8;97;1
8;98;4
9;11;2
9;12;5
9;16;2
9;18;4
9;19;6
9;30;7
9;36;9
9;37;4
9;41;2
9;51;4
9;59;4
9;73;6
9;74;10
9;76;5
9;79;2
9;80;8
9;81;4
9;82;1
9;83;9
9;87;1
9;90;4
9;92;6
9;96;9
10;11;1
10;16;5
10;21;7
10;26;3
10;32;3
10;38;5
10;45;3
10;51;6
10;56;3
10;62;9
10;65;10
10;67;0
10;70;9
10;74;8
10;77;8
10;88;1
10;89;8
10;93;2
10;98;7
11;12;10
11;13;0
11;17;6
11;22;4
11;23;6
11;26;2
11;27;8
11;34;5
11;36;8
11;39;0
11;40;10
11;43;8
11;45;0
11;50;0
11;52;8
11;58;0
11;60;7
11;61;4
11;62;3
11;63;10
11;64;4
11;65;1
11;67;2
11;68;10
11;70;2
11;72;9
11;78;7
11;79;7
11;80;8
11;89;5
11;90;8
11;99;8
12;21;9
12;25;0
12;28;8
12;30;2
12;32;9
12;33;0
12;34;6
12;38;6
12;39;7
12;40;10
12;50;8
12;52;10
12;53;7
12;55;1
12;56;3
12;61;3
12;62;7
12;67;4
12;71;1
