0;2;4
0;11;4
0;25;2
0;28;10
0;29;6
0;30;9
0;53;2
0;56;11
0;61;5
0;62;4
0;68;0
0;71;6
0;89;5
0;90;0
0;98;0
0;107;11
0;119;11
0;121;9
0;123;7
0;136;11
0;146;3
0;153;7
0;154;7
0;171;8
0;180;5
1;19;7
1;21;0
1;26;2
1;46;0
1;49;8
1;53;6
1;55;7
1;68;11
1;69;4
1;70;1
1;75;6
1;89;1
1;90;7
1;94;7
1;97;6
1;120;4
1;124;8
1;140;9
1;141;8
1;144;10
1;153;4
1;160;2
1;177;1
1;178;8
1;194;4
1;195;3
1;199;2
2;9;3
2;15;3
2;18;11
2;23;7
2;27;6
2;46;0
2;48;0
2;67;10
2;82;5
2;99;9
2;108;0
2;119;5
2;123;1
2;125;10
2;134;8
2;140;1
2;141;4
2;162;7
2;167;11
2;184;5
2;191;9
2;195;10
3;7;2
3;31;3
3;76;9
3;90;6
3;92;10
3;93;5
3;99;9
3;100;1
3;108;6
3;111;8
3;128;1
3;152;11
3;169;5
3;173;5
3;182;3
3;183;10
3;195;10
3;196;6
4;11;2
4;23;6
4;24;6
4;40;3
4;57;6
4;58;9
4;79;8
4;90;6
4;92;7
4;93;2
4;98;3
4;115;7
4;123;1
4;130;10
4;131;6
4;134;3
4;138;3
4;140;2
4;141;5
4;146;0
4;151;2
4;174;10
4;177;5
4;183;10
5;19;8
5;21;5
5;30;8
5;34;11
5;36;0
5;37;1
5;47;3
5;53;8
5;58;4
5;75;7
5;85;11
5;115;7
5;133;5
5;144;4
5;167;10
5;178;6
5;181;5
6;10;8
6;27;4
6;29;0
6;32;3
6;46;5
6;48;0
6;51;4
6;54;5
6;60;3
6;72;10
6;99;9
6;100;4
6;118;3
6;119;10
6;129;2
6;130;11
6;136;4
6;140;7
7;10;4
7;34;3
7;38;5
7;47;0
7;54;1
7;58;4
7;73;9
7;79;0
7;86;5
7;89;10
7;90;4
7;91;6
7;104;6
7;113;10
7;122;0
7;130;3
7;146;5
7;153;6
7;155;7
7;174;11
7;189;8
8;11;5
8;24;4
8;32;9
8;38;6
8;49;11
8;52;10
8;56;1
8;63;5
8;69;9
8;71;6
8;86;8
8;88;9
8;96;1
8;98;10
8;133;8
8;140;5
8;147;0
8;155;6
8;166;8
8;170;7
8;184;0
9;37;5
9;51;11
9;56;2
9;72;10
9;83;1
9;86;1
9;112;2
9;114;2
9;118;2
9;148;8
9;163;0
9;172;0
9;198;7
10;17;8
10;24;3
10;49;9
10;51;8
10;59;7
10;61;7
10;77;2
10;80;3
10;85;4
10;86;8
10;87;1
10;93;10
10;96;5
10;111;1
10;121;5
10;124;0
10;133;1
10;153;10
10;169;6
10;176;6
10;182;6
10;195;9
10;197;7
11;40;11
11;51;3
11;56;11
11;60;11
11;71;3
11;88;2
11;89;10
11;90;3
11;108;4
11;110;2
11;117;11
11;118;9
11;119;8
11;122;10
11;137;6
11;149;5
11;153;0
11;163;2
11;182;9
11;187;2
11;193;7
11;198;9
12;15;2
12;25;10
12;27;5
12;41;7
12;54;4
12;65;6
12;89;3
12;90;2
12;103;10
12;112;9
12;123;9
12;136;11
12;138;7
12;146;4
12;170;5
12;185;3
12;194;10
12;198;7
13;23;10
13;39;0
13;43;4
13;55;3
13;57;5
13;58;5
13;59;11
13;76;2
13;82;7
13;107;8
13;116;2
13;126;3
13;165;8
13;166;11
13;168;5
13;169;6
13;179;8
13;198;8
14;15;7
14;22;4
14;27;11
14;33;5
14;37;2
14;42;2
14;47;2
14;57;1
14;62;2
14;91;8
14;98;5
14;107;9
14;109;9
14;118;9
14;122;0
14;127;5
14;133;10
14;143;4
14;147;11
14;164;10
14;172;0
14;175;0
15;17;1
15;45;1
15;46;1
15;60;0
15;67;2
15;79;4
15;101;9
15;104;9
15;115;10
15;125;9
15;129;7
15;153;11
15;160;5
15;163;10
15;168;0
15;172;4
15;176;9
15;192;10
15;194;4
16;35;3
16;37;0
16;39;0
16;45;2
16;47;0
16;49;3
16;52;2
16;53;3
16;54;9
16;83;5
16;101;7
16;113;7
16;118;1
16;141;3
16;159;10
16;162;4
16;166;4
16;174;10
16;193;5
17;23;10
17;28;10
17;34;5
17;40;7
17;44;8
17;52;0
17;59;11
17;65;2
17;66;5
17;67;5
17;68;4
17;71;8
17;80;8
17;102;11
17;109;1
17;111;2
17;113;8
17;114;2
17;130;6
17;136;0
17;146;1
17;154;7
17;168;10
17;175;0
17;177;9
17;187;8
17;195;8
18;39;1
18;50;2
18;54;10
18;66;1
18;67;5
18;68;7
18;70;1
18;71;11
18;96;8
18;118;5
18;129;9
18;130;0
18;132;0
18;136;1
18;140;10
18;142;0
18;143;4
18;146;9
18;163;6
18;172;1
18;173;5
18;174;10
18;182;0
18;184;10
19;21;11
19;24;1
19;25;8
19;30;4
19;38;1
19;42;9
19;71;5
19;81;6
19;103;0
19;104;5
19;114;0
19;124;5
19;131;4
19;135;0
19;159;7
19;161;5
19;163;8
19;184;7
19;186;7
19;198;5
20;26;8
20;31;3
20;34;6
20;42;6
20;43;10
20;55;1
20;58;6
20;71;0
20;80;9
20;84;11
20;92;5
20;142;1
20;143;0
20;145;1
20;152;6
20;164;6
20;165;6
20;170;3
20;174;9
20;175;3
20;177;4
21;23;10
21;30;7
21;40;2
21;42;5
21;53;0
21;55;10
21;57;7
21;61;0
21;74;10
21;76;4
21;77;1
21;93;1
21;101;10
21;108;10
21;116;10
21;132;3
21;134;6
21;145;7
21;150;4
21;171;2
21;187;5
22;25;4
22;58;8
22;66;9
22;70;5
22;76;3
22;79;11
22;80;8
22;85;0
22;87;0
22;91;11
22;96;9
22;108;3
22;114;4
22;136;0
22;146;5
22;148;3
22;154;3
22;199;7
23;31;8
23;38;7
23;67;0
23;68;10
23;81;0
23;87;3
23;93;5
23;94;5
23;100;4
23;105;2
23;108;7
23;115;1
23;122;1
23;142;6
23;146;3
23;150;0
23;171;9
23;179;9
23;181;0
23;190;8
24;39;10
24;50;11
24;65;1
24;68;6
24;70;2
24;80;3
24;81;8
24;89;7
24;103;5
24;106;6
24;110;7
24;117;8
24;120;7
24;122;2
24;125;6
24;148;1
24;151;6
24;155;4
24;156;11
24;158;7
24;160;0
24;161;5
24;163;9
24;167;1
24;168;6
24;169;3
24;173;0
24;181;11
24;193;5
24;194;1
24;199;3
25;58;6
25;64;8
25;84;10
25;94;4
25;107;4
25;108;6
25;112;3
25;113;2
25;131;11
25;133;11
25;134;11
25;155;1
25;156;3
25;173;7
25;175;6
25;180;4
26;37;0
26;42;3
26;60;3
26;70;10
26;75;11
26;79;7
26;81;0
26;85;10
26;113;8
26;116;5
26;118;5
26;138;2
26;142;6
26;148;11
26;156;9
26;159;2
26;160;10
26;167;11
26;177;4
26;187;11
27;45;1
27;50;4
27;67;10
27;76;10
27;83;10
27;94;1
27;104;0
27;127;4
27;139;7
27;163;0
27;170;6
27;188;1
27;199;4
28;35;7
28;37;0
28;40;11
28;42;7
28;43;5
28;44;0
28;63;10
28;110;6
28;120;7
28;124;4
28;128;5
28;129;6
28;132;9
28;141;7
28;148;10
28;150;7
28;151;10
28;154;11
28;163;3
28;182;10
28;197;8
29;49;8
29;53;3
29;55;1
29;64;11
29;82;4
29;91;10
29;115;2
29;119;1
29;128;11
29;132;3
29;138;9
29;146;7
29;176;0
29;178;2
29;181;4
29;192;5
30;35;2
30;38;7
30;40;2
30;42;7
30;45;10
30;47;6
30;57;10
30;71;5
30;72;8
30;80;4
30;84;8
30;88;1
30;96;2
30;101;11
30;134;7
30;136;6
30;141;4
30;144;11
30;167;5
30;170;11
30;172;11
30;180;6
30;191;4
31;37;8
31;43;2
31;67;11
31;68;3
31;73;4
31;76;3
