0;1;2
0;4;4
0;10;4
0;14;0
0;17;3
0;19;2
0;23;3
0;25;1
0;26;6
0;29;6
0;30;6
0;31;3
0;33;4
0;34;4
0;42;0
0;43;1
0;48;3
0;50;5
0;53;4
0;57;3
0;61;3
0;64;4
0;65;2
0;68;6
0;70;3
0;72;0
0;73;4
0;77;0
0;83;2
0;84;0
0;89;5
0;90;0
0;98;3
0;99;5
0;100;2
0;104;5
0;105;1
0;108;6
0;109;2
0;114;6
0;119;1
0;120;0
0;122;6
0;123;0
0;124;3
0;125;0
0;126;6
0;133;3
0;137;1
0;139;2
0;143;1
0;146;6
0;152;3
0;155;3
0;162;1
0;164;3
0;165;1
0;172;5
0;174;5
0;179;2
0;185;5
0;187;2
0;191;2
0;192;6
0;195;3
0;198;4
0;199;1
1;3;5
1;4;0
1;5;0
1;9;3
1;13;3
1;17;0
1;18;6
1;21;6
1;22;1
1;24;5
1;28;4
1;40;5
1;42;2
1;46;4
1;48;0
1;50;4
1;51;4
1;53;3
1;65;2
1;67;4
1;70;1
1;71;5
1;73;4
1;78;1
1;84;3
1;85;0
1;95;0
1;96;5
1;97;5
1;98;5
1;101;3
1;109;0
1;111;1
1;114;2
1;116;3
1;119;0
1;123;0
1;125;2
1;130;4
1;132;4
1;133;5
1;134;3
1;146;5
1;150;2
1;154;5
1;155;2
1;157;3
1;161;3
1;163;6
1;164;6
1;165;3
1;167;2
1;169;1
1;170;2
1;172;0
1;173;1
1;176;1
1;178;1
1;181;1
1;185;3
1;186;2
1;194;5
1;196;2
1;198;6
2;15;5
2;22;2
2;24;4
2;28;0
2;29;4
2;37;1
2;39;0
2;41;6
2;44;0
2;47;2
2;49;1
2;50;5
2;54;1
2;57;1
2;59;6
2;60;6
2;63;1
2;64;6
2;65;4
2;74;3
2;78;2
2;79;5
2;83;6
2;84;2
2;87;6
2;88;5
2;90;1
2;92;5
2;93;2
2;96;5
2;97;2
2;98;2
2;99;6
2;103;5
2;104;2
2;105;6
2;106;3
2;117;5
2;121;1
2;124;5
2;131;1
2;133;6
2;134;5
2;136;5
2;139;3
2;141;4
2;142;1
2;144;0
2;150;6
2;153;6
2;155;2
2;156;0
2;157;4
2;159;2
2;163;5
2;164;1
2;167;1
2;168;5
2;169;2
2;178;0
2;180;2
2;181;2
2;182;1
2;184;0
2;186;0
2;194;6
3;7;1
3;11;5
3;12;1
3;19;1
3;23;5
3;24;4
3;27;2
3;28;4
3;29;2
3;30;4
3;34;1
3;42;6
3;44;4
3;46;4
3;50;4
3;53;1
3;57;3
3;60;0
3;62;3
3;68;4
3;70;5
3;71;3
3;78;5
3;81;0
3;82;1
3;85;5
3;88;3
3;95;0
3;101;3
3;106;6
3;107;2
3;108;4
3;112;0
3;117;0
3;120;2
3;121;1
3;122;5
3;123;6
3;133;2
3;135;2
3;144;2
3;145;2
3;146;6
3;147;1
3;148;4
3;154;2
3;157;2
3;158;3
3;164;4
3;166;2
3;174;3
3;175;6
3;178;1
3;180;3
3;181;2
3;183;5
3;184;4
3;186;2
3;190;2
3;195;5
3;198;4
3;199;4
4;7;3
4;9;4
4;12;1
4;22;5
4;25;4
4;28;3
4;31;1
