0;2;16
0;3;17
0;4;1
0;5;8
0;7;12
0;15;15
0;18;1
0;22;1
0;25;8
0;26;8
0;27;10
0;29;12
0;31;7
0;36;10
0;37;7
0;42;13
0;43;7
0;45;7
0;46;4
0;47;1
0;48;3
0;49;2
1;2;10
1;3;3
1;4;13
1;6;5
1;8;11
1;12;2
1;13;2
1;14;10
1;15;16
1;16;3
1;18;6
1;25;2
1;26;15
1;28;16
1;30;11
1;31;17
1;34;13
1;36;5
1;38;10
1;41;15
1;43;1
1;44;16
2;3;3
2;5;1
2;9;7
2;11;0
2;12;16
2;13;5
2;15;1
2;24;6
2;25;10
2;28;13
2;30;3
2;35;11
2;37;2
2;40;7
2;41;16
2;43;15
2;46;14
2;48;12
3;7;17
3;8;1
3;12;8
3;21;6
3;22;16
3;23;17
3;26;13
3;27;7
3;28;12
3;31;10
3;32;17
3;33;15
3;34;0
3;35;14
3;39;4
3;41;12
3;42;15
3;44;5
3;46;15
3;48;11
3;49;7
4;10;11
4;11;9
4;15;0
4;16;15
4;18;17
4;23;15
4;25;4
4;26;9
4;29;5
4;35;12
4;37;4
4;38;8
4;39;17
4;40;17
4;46;8
4;47;13
4;48;17
5;6;13
5;7;13
5;12;11
5;13;0
5;14;17
5;17;0
5;18;7
5;23;8
5;34;3
5;46;6
5;47;6
5;49;12
6;7;15
6;10;2
6;11;16
6;12;11
6;18;9
6;22;16
6;23;13
6;26;12
6;28;3
6;32;7
6;36;1
6;38;1
6;39;12
6;40;12
6;46;7
6;48;0
7;13;14
7;17;7
7;18;7
7;20;0
7;22;16
7;23;4
7;25;5
7;34;14
7;40;2
7;41;17
7;42;4
7;43;13
7;49;4
8;11;9
8;16;7
8;17;4
8;19;6
8;21;15
8;24;16
8;26;11
8;28;8
8;33;2
8;35;1
8;37;6
8;42;9
8;43;14
8;45;4
9;15;17
9;21;16
9;27;11
9;28;1
9;31;9
9;36;13
9;39;0
9;40;10
9;44;17
9;45;10
9;46;12
9;47;12
9;48;15
10;11;5
10;13;5
10;20;0
10;25;11
10;29;15
10;31;15
10;32;2
10;33;9
10;34;16
10;40;10
10;41;4
10;42;8
10;44;12
10;48;0
11;15;15
11;17;16
11;18;1
11;19;0
11;23;2
11;24;0
11;25;10
11;28;1
11;33;9
11;36;11
11;38;5
11;39;7
11;44;5
11;45;7
11;47;16
12;16;13
12;19;2
12;28;9
12;32;1
12;33;2
12;34;1
12;37;17
12;40;7
12;42;9
12;47;15
13;14;6
13;15;5
13;16;2
13;19;9
13;21;8
13;23;5
13;28;15
13;34;11
13;37;8
13;38;14
13;39;8
13;40;17
13;48;12
14;26;1
14;27;2
14;29;14
14;39;12
14;47;13
14;48;16
15;16;15
15;18;12
15;21;7
15;22;11
15;26;9
15;27;10
15;31;9
15;41;4
16;21;5
16;28;10
16;33;11
16;34;15
16;38;3
16;48;10
16;49;13
17;22;17
17;27;4
17;29;8
17;30;7
17;31;17
17;32;13
17;34;7
17;38;11
17;42;11
17;46;15
17;47;11
18;21;9
18;23;7
18;24;6
18;25;8
18;27;9
18;28;12
18;29;9
18;33;15
18;34;3
18;39;2
18;40;11
18;42;3
18;43;8
18;44;0
19;20;16
19;24;6
19;31;13
19;33;15
19;38;12
19;39;8
19;46;5
19;47;6
19;49;7
20;28;11
20;44;6
20;46;12
20;48;5
21;24;3
21;25;0
21;26;13
21;27;17
21;33;10
21;36;12
21;42;1
21;47;17
22;23;3
22;24;6
22;26;15
22;34;5
22;37;13
22;47;2
22;48;2
23;25;0
23;26;6
23;28;1
23;29;5
23;31;3
23;32;7
23;35;15
23;42;4
23;46;12
24;28;12
24;29;13
24;30;15
24;39;1
24;40;14
24;41;3
24;42;9
24;45;12
24;47;15
24;48;8
25;32;11
25;38;2
25;44;6
25;45;16
25;48;11
26;27;7
26;28;14
26;33;15
26;34;6
26;37;16
26;38;16
26;39;6
26;43;5
26;44;9
26;45;5
26;46;5
26;49;3
27;30;9
27;31;15
28;31;7
28;32;16
28;39;11
28;40;17
28;42;10
28;43;6
28;47;8
28;48;6
28;49;13
29;30;14
29;39;0
29;41;15
29;46;10
29;47;11
30;33;9
30;34;17
30;35;16
30;37;0
30;41;0
30;45;6
30;46;5
30;47;2
30;49;15
31;34;4
31;35;15
31;36;12
31;37;17
31;40;5
31;43;9
31;48;13
31;49;11
32;34;2
32;38;7
32;41;16
32;46;0
33;35;4
33;36;7
33;40;12
33;44;6
33;46;6
33;48;3
34;36;16
34;38;12
34;40;7
34;43;8
34;45;8
35;38;10
35;41;10
35;43;17
35;45;3
35;47;1
35;49;15
36;40;6
36;45;2
36;46;9
37;39;17
37;42;16
37;46;14
37;48;12
38;39;5
38;40;15
38;48;2
39;42;6
39;43;7
39;45;1
39;46;9
40;41;6
40;42;6
40;43;6
40;47;14
40;49;8
41;43;15
41;47;15
41;49;6
42;43;0
42;46;3
43;44;17
43;45;3
44;47;11
44;48;0
45;47;3
45;48;1
45;49;5
46;48;7
46;49;6
48;49;9
