0;10;5
0;12;1
0;13;6
0;31;3
0;33;6
0;36;6
1;7;2
1;10;6
1;17;1
1;31;4
1;37;3
2;7;0
2;9;3
2;20;5
2;38;4
3;10;0
3;15;4
3;16;1
3;19;4
3;37;0
4;13;4
4;19;1
4;22;1
4;24;4
4;34;1
4;35;0
5;15;5
5;16;6
6;10;4
6;11;4
6;14;6
6;22;1
6;24;5
6;25;4
6;27;4
6;29;4
6;36;1
7;14;0
7;18;6
7;21;3
7;26;0
7;31;5
7;32;4
7;33;3
8;9;5
8;17;0
8;23;0
8;29;2
8;31;0
8;35;4
9;12;1
9;16;2
9;17;3
9;19;2
9;35;2
9;38;2
10;34;1
10;39;4
11;15;6
11;16;6
11;20;4
11;22;3
11;30;5
12;25;2
12;34;2
12;38;2
12;39;4
13;20;4
13;25;2
13;33;6
13;36;1
14;20;0
14;29;2
14;32;5
14;36;3
14;39;6
15;18;0
15;34;6
15;37;4
16;24;6
16;25;2
16;30;5
16;37;5
16;39;2
17;18;0
17;22;2
17;26;1
17;32;1
18;19;2
18;24;4
18;34;5
19;20;6
20;23;0
20;26;6
21;22;3
21;23;1
21;24;0
21;32;3
22;24;5
22;26;6
22;31;1
23;25;3
23;39;1
25;26;1
26;30;4
26;36;3
27;29;5
27;34;4
28;30;3
28;32;6
28;36;2
29;32;6
29;33;6
30;39;4
31;34;3
31;37;6
32;33;4
33;36;5
