0;2;4
0;3;4
0;4;2
0;11;3
0;25;4
0;28;0
0;30;0
0;33;1
0;36;1
0;37;0
0;38;0
0;47;1
0;48;0
1;3;4
1;4;0
1;6;2
1;8;0
1;12;0
1;15;3
1;16;2
1;23;0
1;24;0
1;29;0
1;31;2
1;32;1
1;45;1
2;14;3
2;23;1
2;26;1
2;29;4
2;34;0
2;35;1
2;40;4
2;41;0
2;48;1
2;49;1
3;8;1
3;12;2
3;13;1
3;16;0
3;19;3
3;23;2
3;32;0
3;35;4
3;40;1
3;42;3
3;43;3
4;5;2
4;6;4
4;7;1
4;11;3
4;16;4
4;19;1
4;20;2
4;27;0
4;28;2
4;31;1
4;35;0
4;41;0
4;46;2
4;47;0
5;12;1
5;18;1
5;25;1
5;34;1
5;39;2
5;43;2
5;46;2
6;8;3
6;14;1
6;27;4
6;28;0
6;29;3
6;38;4
6;39;0
6;40;3
6;49;4
7;15;4
7;17;3
7;18;2
7;20;2
7;21;2
7;31;4
7;34;4
7;36;4
8;14;2
8;15;0
8;16;2
8;18;1
8;28;1
8;29;3
8;33;2
8;34;2
8;35;0
8;38;1
8;42;0
9;11;2
9;13;1
9;25;3
9;27;3
9;40;3
9;42;4
9;43;1
9;48;0
9;49;2
10;18;2
10;19;2
10;23;2
10;25;4
10;27;2
10;32;0
10;33;2
10;34;3
10;35;3
10;39;1
10;42;0
10;44;1
10;48;3
10;49;4
11;18;0
11;32;1
11;33;2
11;35;4
11;46;2
12;16;0
12;19;3
12;21;4
12;25;2
12;26;2
12;27;3
12;40;0
12;42;0
12;43;2
12;48;3
12;49;0
13;18;3
13;20;0
13;21;1
13;23;1
13;24;4
13;26;0
13;31;1
13;36;4
13;37;2
13;38;2
13;40;0
13;45;1
14;19;1
14;21;1
14;25;4
14;28;3
14;39;0
14;42;1
15;16;2
15;32;2
15;41;1
15;43;4
15;47;3
16;18;3
16;19;2
16;21;0
16;24;0
16;25;3
16;30;3
16;35;4
16;39;1
16;40;2
16;45;1
17;18;1
17;22;4
17;26;2
17;27;3
17;29;2
17;31;0
17;33;3
17;34;4
17;39;3
17;41;1
17;45;0
17;46;2
17;49;3
18;21;1
18;24;1
18;26;1
18;27;0
18;31;0
18;36;2
19;20;0
19;28;1
19;30;0
19;41;4
19;44;2
20;32;1
20;37;1
20;39;3
20;41;0
20;45;2
21;26;2
21;28;3
21;34;3
21;36;0
21;41;4
22;23;1
22;27;0
22;32;0
22;36;2
22;39;0
22;41;4
22;44;1
22;46;4
23;28;2
23;32;0
23;33;3
23;36;0
23;39;0
23;40;3
23;42;2
23;48;2
24;29;3
24;35;3
24;41;0
24;45;4
24;47;0
25;27;4
25;29;2
25;36;0
25;44;2
25;48;2
26;29;1
26;32;3
26;34;2
26;35;0
26;37;0
26;44;1
26;49;0
27;28;2
27;31;2
27;43;1
27;44;2
27;45;0
27;47;3
28;32;3
28;36;0
28;46;1
29;34;4
29;35;3
29;37;1
29;39;3
29;40;0
29;42;0
29;43;3
29;44;3
29;45;1
29;48;0
30;37;0
30;41;4
31;32;3
31;38;4
32;33;1
32;35;4
32;36;1
32;42;3
32;43;1
32;44;2
32;46;2
32;47;4
33;38;2
33;40;2
34;39;0
34;46;4
34;47;2
34;48;2
34;49;3
35;38;1
35;47;1
35;48;4
35;49;1
36;46;0
37;46;0
37;49;3
38;44;3
38;45;2
38;48;2
39;43;3
39;44;1
39;46;3
42;44;2
43;47;1
43;48;1
44;45;2
44;47;4
45;48;0
46;47;4
46;48;0
47;49;3
