0;11;3
0;12;1
0;14;3
0;15;1
0;21;1
0;29;2
1;5;1
1;10;2
1;11;3
1;18;0
1;19;3
1;21;3
2;7;3
2;15;2
2;16;2
2;19;2
2;22;2
2;27;3
3;4;3
3;9;2
3;22;0
3;25;0
3;26;3
4;7;1
4;8;3
4;13;1
4;16;1
4;26;2
4;29;0
5;7;3
5;8;3
5;12;0
5;21;2
6;7;3
6;11;3
6;13;2
7;8;2
7;10;1
7;23;1
8;9;3
8;13;0
8;17;1
8;22;1
8;23;0
8;29;2
9;12;2
9;25;2
9;27;3
10;11;3
10;14;1
11;20;1
11;21;2
11;25;0
12;17;3
12;23;1
12;27;3
12;29;1
13;19;0
13;24;1
13;29;2
14;21;0
15;17;2
15;20;3
16;20;3
16;26;2
18;19;3
18;22;3
18;28;1
19;23;1
20;21;3
20;26;2
21;25;1
22;23;2
22;27;0
