0;2;10
0;4;5
0;16;5
0;18;1
0;45;9
0;55;11
0;63;8
0;64;5
0;66;1
0;77;1
0;79;8
0;82;2
0;100;1
0;103;0
0;104;6
0;121;11
0;128;11
0;131;2
0;148;8
0;153;3
0;163;3
0;181;1
0;198;5
1;4;4
1;7;6
1;10;10
1;28;2
1;30;1
1;31;10
1;43;4
1;82;3
1;86;11
1;91;7
1;98;3
1;101;9
1;103;3
1;104;5
1;107;4
1;114;5
1;120;4
1;122;4
1;129;2
1;162;6
1;180;11
1;183;7
1;188;7
2;12;8
2;27;2
2;31;3
2;33;3
2;37;5
2;46;8
2;54;7
2;59;0
2;60;8
2;81;7
2;89;6
2;114;5
2;117;1
2;133;6
2;139;0
2;152;1
2;159;9
2;165;9
2;177;11
2;191;6
2;197;8
2;199;2
3;5;1
3;11;6
3;26;10
3;30;3
3;34;2
3;36;2
3;38;4
3;49;6
3;72;6
3;74;6
3;76;3
3;79;10
3;85;6
3;103;0
3;104;0
3;107;9
3;114;6
3;115;10
3;117;4
3;120;10
3;124;3
3;130;2
3;137;10
3;141;2
3;153;4
3;155;9
3;165;7
3;168;5
3;170;1
3;178;7
3;183;6
4;5;2
4;6;5
4;10;6
4;22;1
4;24;7
4;35;6
4;41;4
4;44;7
4;53;9
4;63;10
4;96;2
4;97;0
4;116;2
4;117;5
4;138;4
4;143;0
4;149;6
4;179;8
4;187;10
4;195;5
4;199;11
5;6;6
5;38;3
5;48;2
5;65;4
5;83;9
5;90;1
5;99;0
5;122;9
5;125;5
5;140;1
5;144;3
5;152;1
5;159;9
5;166;8
5;170;0
5;178;11
5;181;4
6;15;3
6;22;3
6;33;11
6;40;3
6;49;7
6;60;0
6;73;4
6;89;8
6;100;6
6;115;0
6;121;11
6;132;6
6;144;2
6;164;5
6;167;9
7;11;9
7;21;4
7;25;5
7;29;3
7;39;3
7;42;5
7;47;1
7;57;9
7;62;11
7;63;3
7;66;7
7;67;6
7;88;7
7;101;10
7;108;7
7;112;4
7;117;0
7;126;10
7;140;10
7;154;1
7;170;3
7;181;6
7;186;1
7;191;7
8;9;4
8;12;6
8;17;9
8;33;3
8;48;10
8;72;5
8;82;7
8;94;1
8;95;0
8;96;6
8;102;7
8;108;7
8;112;10
8;118;11
8;134;7
8;177;7
8;182;5
8;183;3
8;185;0
8;192;8
8;194;4
8;196;4
9;13;1
9;25;8
9;35;5
9;56;8
9;66;6
9;72;3
9;76;3
9;93;7
9;94;8
9;102;9
9;111;8
9;114;0
9;126;0
9;128;7
9;145;7
9;150;6
9;154;0
9;165;10
9;176;5
9;177;7
9;180;6
9;181;11
9;187;10
10;19;9
10;30;0
10;32;3
10;33;1
10;47;4
10;56;7
10;66;2
10;78;2
10;83;9
10;94;2
10;140;8
10;145;7
10;159;8
10;192;4
10;193;11
10;197;9
11;28;7
11;35;3
11;40;10
11;43;7
11;56;6
11;61;4
11;95;0
11;102;4
11;107;10
11;133;5
11;180;3
11;184;5
11;193;2
12;17;9
12;18;1
12;23;3
12;27;8
12;28;8
12;37;1
12;57;0
12;60;3
12;67;10
12;72;5
12;84;9
12;90;5
12;93;5
12;103;2
12;106;0
12;122;1
12;124;1
12;133;4
12;137;9
12;162;3
12;170;4
12;174;2
12;185;10
12;189;11
12;190;10
12;195;2
12;199;10
13;16;7
13;27;0
13;64;4
13;66;5
13;70;2
13;73;11
13;78;5
13;104;3
13;106;10
13;107;7
13;108;8
13;111;3
13;118;0
13;120;0
13;137;10
13;140;9
13;147;7
13;164;0
13;166;1
13;180;0
13;194;3
13;199;1
14;60;9
14;64;4
14;70;10
14;74;0
14;77;0
14;94;10
14;103;10
14;108;3
14;125;5
14;127;10
14;137;3
14;139;2
14;146;7
14;190;0
15;30;10
15;41;3
15;50;6
15;58;2
15;72;6
15;74;8
15;84;5
15;89;6
15;103;1
15;106;4
15;141;2
15;163;9
15;165;3
15;188;8
15;196;3
15;197;2
16;41;4
16;68;4
16;87;2
16;89;0
16;130;6
16;137;5
16;142;7
16;147;0
16;155;5
16;157;2
16;161;0
16;193;9
16;198;10
17;19;11
17;32;2
17;35;10
17;49;3
17;58;2
17;68;11
17;71;8
17;75;3
17;76;3
17;77;0
17;83;2
17;86;3
17;117;4
17;123;11
17;126;4
17;132;6
17;147;7
17;152;8
17;153;3
17;167;11
17;180;10
17;189;10
