0;4;8
0;8;7
0;11;6
0;14;1
0;15;0
0;22;7
0;43;7
0;47;2
0;48;5
0;49;6
1;2;3
1;4;3
1;8;7
1;12;0
1;17;3
1;18;2
1;19;4
1;22;8
1;24;0
1;26;6
1;30;7
1;36;1
1;40;0
1;41;5
1;42;7
1;48;1
2;7;7
2;10;7
2;17;4
2;22;3
2;23;3
2;24;6
2;28;2
2;29;4
2;32;5
2;33;8
2;43;2
2;45;2
3;6;7
3;12;2
3;18;1
3;21;0
3;29;4
3;30;5
3;31;8
3;45;2
3;47;6
4;12;4
4;20;0
4;24;1
4;30;5
4;35;7
4;37;2
4;39;5
4;42;2
4;44;4
4;48;4
5;8;7
5;9;5
5;15;0
5;17;6
5;20;3
5;22;6
5;35;5
5;36;6
5;44;7
5;45;8
5;46;1
6;12;2
6;17;6
6;24;5
6;28;4
6;33;8
6;34;6
6;35;8
6;46;1
6;49;0
7;8;4
7;11;2
7;14;7
7;15;6
7;20;8
7;24;7
7;27;0
7;38;0
7;40;6
7;42;1
7;43;2
7;44;4
7;45;0
7;47;1
7;48;8
8;11;5
8;14;5
8;15;2
8;21;8
8;27;2
8;28;2
8;32;1
8;35;3
8;37;7
8;44;6
8;48;1
9;16;8
9;19;7
9;22;5
9;25;3
9;26;1
9;28;2
9;30;8
9;33;8
9;38;2
9;39;8
9;42;3
9;45;3
10;11;7
10;13;8
10;20;4
10;23;4
10;29;5
10;32;3
10;33;3
10;34;3
10;35;3
10;36;5
10;42;2
11;12;7
11;14;7
11;21;7
11;22;5
11;32;2
11;34;6
11;35;3
11;38;0
11;44;3
11;45;3
11;47;7
12;13;3
12;15;2
12;17;2
12;19;1
12;28;4
12;32;0
12;41;0
12;43;5
13;14;7
13;20;8
13;22;7
13;25;5
13;26;3
13;27;3
13;32;2
13;38;8
13;43;2
13;45;3
14;19;7
14;20;1
14;26;7
14;27;2
14;32;7
14;33;0
14;42;2
15;16;7
15;18;2
15;24;8
15;27;5
15;36;7
15;37;1
15;43;2
15;44;5
15;45;8
15;46;1
16;17;4
16;20;8
16;22;2
16;26;2
16;31;6
16;32;7
16;35;0
16;37;3
16;40;4
16;43;8
16;44;6
16;49;8
17;19;5
17;25;6
17;28;3
17;32;0
17;41;1
17;44;1
17;46;5
17;49;4
18;22;7
18;24;5
18;31;5
18;32;0
19;22;5
19;24;3
19;27;7
19;38;5
19;40;3
19;41;8
20;26;3
20;28;5
20;29;7
20;32;7
20;33;4
20;38;8
20;39;7
20;40;0
20;42;5
20;47;5
21;24;7
21;26;0
21;27;0
21;49;5
22;23;6
22;29;5
22;33;3
22;34;4
22;36;1
22;39;1
22;43;1
23;26;6
23;34;4
23;42;1
24;26;7
24;30;7
24;33;2
24;38;8
24;42;1
24;43;5
24;49;4
25;27;1
25;28;1
25;34;3
25;35;4
25;36;7
25;39;7
25;44;3
26;27;8
26;35;7
26;40;5
26;42;8
26;43;3
27;28;0
27;35;4
28;32;6
28;33;4
28;39;4
28;40;7
28;44;3
28;45;1
28;46;3
29;34;2
29;37;6
29;44;4
29;48;7
30;34;2
30;36;4
30;38;3
31;33;2
31;37;1
31;41;1
31;47;6
31;49;5
32;36;4
32;37;6
32;42;2
33;37;5
33;45;6
33;49;6
34;38;2
34;39;8
34;40;4
34;41;1
34;45;1
35;40;3
35;48;8
36;37;1
36;42;7
36;49;5
37;38;8
37;39;5
37;46;7
38;46;1
40;43;5
41;42;1
41;44;6
42;49;7
44;45;5
44;46;1
45;46;2
45;47;0
47;49;0
