0;1;2
0;3;8
0;4;9
0;47;12
0;53;0
0;65;5
0;91;6
0;95;9
0;98;3
0;110;5
0;115;8
0;122;12
0;144;13
0;157;2
0;161;6
0;170;5
0;172;4
0;176;2
0;180;3
0;184;9
0;188;4
0;201;9
0;202;3
0;212;8
0;213;13
0;216;6
0;230;9
0;231;5
0;239;8
0;254;4
0;258;5
0;260;9
0;282;13
0;296;12
0;347;6
0;368;5
0;380;6
0;382;7
0;387;4
0;395;7
1;8;4
1;14;10
1;35;13
1;41;11
1;42;2
1;43;11
1;50;5
1;57;2
1;70;11
1;72;5
1;77;3
1;78;10
1;96;12
1;100;2
1;103;2
1;105;1
1;108;10
1;150;6
1;159;10
1;160;6
1;163;7
1;164;13
1;168;9
1;188;9
1;190;6
1;205;3
1;216;13
1;220;5
1;230;11
1;236;0
1;238;11
1;243;0
1;256;1
1;258;11
1;275;10
1;284;7
1;299;2
1;302;9
1;303;3
1;311;1
1;319;13
1;337;6
1;344;10
1;364;9
1;370;9
1;373;1
1;374;7
1;386;0
1;397;3
2;16;5
2;21;13
2;26;1
2;28;7
2;30;7
2;32;0
2;34;7
2;46;9
2;56;12
2;65;12
2;69;7
2;71;9
2;74;7
2;79;11
2;87;9
2;91;6
2;98;3
2;108;1
2;110;5
2;114;5
2;116;12
2;132;10
2;159;10
2;192;1
2;194;1
2;200;3
2;224;11
2;230;10
2;235;0
2;242;1
2;246;12
2;253;0
2;257;6
2;302;0
2;304;10
2;306;11
2;307;4
2;311;13
2;319;10
2;329;2
2;344;10
2;357;0
2;389;9
2;394;10
2;398;2
3;4;4
3;5;2
3;10;3
3;23;2
3;32;13
3;51;13
3;53;10
3;68;4
3;70;13
3;81;7
3;84;7
3;95;2
3;101;10
3;115;4
3;121;12
3;122;8
3;128;3
3;136;12
3;150;8
3;167;11
3;170;0
3;176;6
3;192;11
3;193;0
3;195;13
3;196;2
3;199;3
3;206;2
3;208;3
3;224;10
3;244;6
3;246;11
3;247;5
3;290;4
3;291;7
3;303;6
3;315;1
3;316;4
3;327;12
3;329;9
3;340;13
3;343;7
3;349;2
3;356;7
3;363;13
3;395;12
3;397;11
4;7;3
4;50;7
4;64;4
4;71;13
4;74;10
4;90;8
4;91;5
4;92;12
4;95;0
4;97;7
4;101;3
4;103;12
4;128;11
4;139;6
4;152;6
4;159;6
4;190;1
4;200;11
4;203;12
4;204;2
4;216;4
4;225;11
4;231;4
4;234;0
4;236;9
4;240;3
4;268;0
4;290;0
4;293;7
4;297;12
4;339;9
4;356;6
4;365;8
4;367;6
4;372;11
4;389;0
5;12;6
5;14;8
5;15;10
5;18;7
5;25;12
5;42;12
5;50;8
5;54;5
5;65;8
5;71;13
5;79;4
5;81;9
5;82;0
5;97;1
5;113;1
5;120;4
5;125;8
5;149;1
5;152;12
5;153;4
5;156;2
5;166;10
5;171;12
5;179;2
5;180;5
5;187;6
5;194;6
5;197;3
5;202;1
5;204;10
5;208;13
5;238;8
5;240;5
5;254;3
5;259;12
5;277;8
5;278;7
5;284;5
5;288;6
5;292;12
5;296;3
5;299;13
5;308;11
5;313;0
5;318;3
5;320;11
5;323;0
5;327;9
5;329;6
5;343;1
5;346;13
5;348;2
5;364;6
5;380;0
5;389;6
6;31;8
6;35;1
6;41;7
6;48;3
6;55;3
6;59;7
6;63;2
6;78;0
6;115;10
6;136;4
6;146;7
6;150;5
6;155;1
6;160;11
6;163;3
6;164;3
6;166;13
6;178;2
6;182;11
6;183;0
6;185;8
6;202;8
6;207;12
6;235;13
6;250;8
6;257;0
6;261;0
6;263;3
6;295;5
6;300;8
6;304;5
6;307;0
6;355;4
6;381;12
6;390;2
6;394;4
7;19;10
7;21;0
7;52;7
7;57;0
7;58;6
7;60;2
7;70;9
7;75;6
7;76;8
7;79;1
7;112;8
7;119;13
7;121;2
7;126;12
7;146;10
7;150;0
7;152;13
7;163;10
7;164;9
7;166;11
7;170;11
7;174;3
7;175;2
7;207;7
7;212;13
7;223;4
7;251;6
7;252;3
7;268;5
7;269;11
7;270;11
7;284;10
7;290;3
7;297;0
7;305;10
7;314;3
7;316;10
7;317;4
7;329;7
7;333;11
7;335;10
7;336;6
7;353;6
7;361;4
7;371;8
7;377;2
7;378;12
7;389;9
8;25;13
8;38;6
8;49;11
8;61;12
8;66;12
8;77;6
8;93;9
8;94;13
8;103;6
8;109;3
8;128;0
8;132;6
8;146;3
8;148;11
8;149;4
8;155;13
8;164;10
8;183;4
8;201;11
8;223;2
8;232;7
8;239;5
8;254;12
8;256;5
8;260;5
8;262;9
8;266;6
8;293;1
8;297;4
8;312;11
8;315;1
8;321;1
8;334;1
8;351;2
8;366;3
9;30;11
9;42;5
9;44;4
9;45;10
9;73;0
9;82;5
9;118;7
9;145;10
9;147;3
9;151;2
9;157;10
9;164;9
9;178;11
9;181;7
9;187;7
9;194;0
9;250;2
9;252;0
9;256;2
9;262;12
9;282;3
9;295;8
9;309;6
9;315;2
9;319;8
9;320;13
9;353;6
9;354;8
9;362;10
9;365;2
9;382;1
9;392;3
9;397;8
10;13;4
10;29;5
10;40;0
10;46;4
10;55;13
10;68;3
10;103;5
10;106;2
10;135;11
10;149;2
10;154;8
10;163;4
10;164;4
10;168;0
10;172;12
10;180;12
10;184;12
10;213;10
10;217;3
10;229;5
10;231;10
10;236;12
10;239;4
10;251;2
10;285;5
10;311;11
10;318;4
10;326;6
10;331;13
10;360;6
10;369;2
10;375;8
10;386;8
10;392;1
10;394;9
10;398;8
11;12;11
11;24;13
11;26;13
11;34;2
11;35;0
11;43;13
11;48;6
11;65;10
11;68;3
11;70;5
11;76;1
11;82;13
11;85;5
11;101;12
11;104;6
11;115;12
11;121;9
11;132;0
11;137;7
11;149;1
11;157;6
11;173;6
11;208;5
11;218;12
11;221;13
11;233;9
11;253;4
11;257;1
11;273;11
11;289;9
11;292;12
11;293;1
11;302;0
11;303;0
11;305;10
11;308;8
11;318;5
11;321;4
11;329;3
11;335;1
11;338;4
11;341;7
11;357;12
11;359;7
11;363;10
11;367;11
11;372;11
11;385;9
11;394;5
11;399;5
12;15;8
12;27;7
12;52;2
12;62;8
12;64;2
12;77;11
12;80;13
12;82;5
12;85;4
12;101;7
12;119;6
12;127;1
12;128;9
12;139;3
12;143;12
12;152;11
12;161;1
12;163;3
12;164;8
12;171;3
12;177;9
12;200;10
12;202;1
12;209;3
12;220;1
12;222;1
12;234;7
12;246;8
12;254;12
12;261;0
12;274;13
12;281;5
12;285;11
12;287;4
12;305;3
12;334;12
12;340;4
12;354;12
12;372;5
12;384;4
12;390;9
12;393;10
13;25;11
13;33;1
13;42;6
13;50;4
13;79;9
13;90;4
13;92;1
13;110;9
13;118;2
13;124;9
13;147;9
13;151;1
13;155;9
13;165;3
13;166;12
13;168;9
13;186;7
13;198;4
13;204;6
13;205;11
13;216;3
13;226;5
13;254;5
13;255;11
13;257;11
13;274;0
13;280;2
13;286;8
13;297;8
13;298;0
13;304;8
13;311;9
13;322;10
13;325;2
13;336;13
13;342;12
13;359;7
13;370;12
13;378;12
14;23;3
14;61;8
14;74;7
14;89;3
14;105;7
14;111;6
14;118;5
14;121;6
14;134;4
14;138;1
14;161;4
14;172;13
14;174;2
14;202;6
14;204;11
14;213;1
14;224;8
14;226;6
14;231;9
14;238;0
14;259;10
14;264;8
14;276;6
14;280;11
14;287;12
14;298;5
14;313;9
14;318;10
14;342;13
14;345;9
14;349;11
14;364;8
14;370;10
14;375;10
14;384;1
14;386;2
15;52;7
15;53;5
15;74;6
15;86;13
15;90;0
15;117;0
15;123;8
15;134;7
15;139;2
15;148;5
15;151;13
15;157;10
15;170;11
15;171;4
15;178;5
15;188;2
15;210;9
15;226;4
15;238;13
15;239;2
15;256;5
15;265;5
15;267;6
15;270;9
15;273;13
15;274;1
15;280;9
15;290;12
15;310;13
15;315;3
15;321;0
15;323;12
15;328;7
15;358;9
15;365;3
15;386;1
15;390;8
16;22;4
16;51;0
16;59;3
16;62;5
16;81;6
16;93;9
16;103;10
16;108;5
16;111;2
16;113;11
16;117;9
16;123;12
16;127;1
16;134;7
16;136;4
16;140;6
16;156;0
16;158;10
16;181;9
16;202;2
16;224;6
16;264;7
16;268;7
16;275;4
16;292;12
16;294;11
16;299;10
16;313;1
16;314;11
16;315;11
16;318;4
16;324;8
16;326;0
16;330;6
16;335;0
16;338;4
16;343;2
16;356;10
16;358;7
16;365;12
16;368;3
16;380;13
16;385;13
16;390;6
17;18;6
17;30;1
17;44;9
17;46;10
17;53;2
17;83;13
17;87;10
17;90;0
17;95;4
17;98;9
17;103;12
17;115;2
17;140;0
17;147;3
17;150;9
17;162;3
17;167;8
17;169;0
17;171;5
17;174;5
17;192;8
17;201;7
17;204;12
17;213;5
17;234;10
17;246;10
17;249;12
17;264;8
17;274;13
17;279;2
17;307;1
17;331;8
17;333;10
17;340;12
17;349;9
17;352;9
17;353;4
17;356;3
17;375;10
17;378;3
17;380;0
18;28;3
18;35;4
18;39;9
18;55;0
18;66;11
18;76;0
18;78;3
18;81;4
18;93;6
18;116;1
18;136;0
18;155;10
18;162;6
18;164;8
18;168;10
18;171;8
18;179;11
18;191;10
18;209;4
