0;5;3
0;8;6
0;10;9
0;11;8
0;12;5
0;20;5
0;23;9
0;27;7
0;29;5
0;47;0
0;51;0
0;54;3
0;56;2
0;68;6
0;71;2
0;75;1
0;78;6
0;79;8
0;80;10
0;81;6
0;85;5
0;86;10
1;2;10
1;8;6
1;9;9
1;10;4
1;27;3
1;28;4
1;39;6
1;42;7
1;45;10
1;63;4
1;64;2
1;71;6
1;80;5
1;82;9
1;84;5
1;92;8
2;4;1
2;7;2
2;11;1
2;12;6
2;24;4
2;27;5
2;30;6
2;34;0
2;36;8
2;38;3
2;44;5
2;45;0
2;46;1
2;61;0
2;62;2
2;68;4
2;69;2
2;74;1
2;78;1
2;82;6
2;84;4
2;87;3
2;99;7
3;7;10
3;9;8
3;27;3
3;35;0
3;36;8
3;40;0
3;41;4
3;48;2
3;50;2
3;51;9
3;54;9
3;58;0
3;59;8
3;61;6
3;63;1
3;64;5
3;69;7
3;70;6
3;71;6
3;77;10
3;80;3
3;87;7
3;91;3
3;93;8
3;95;9
3;98;2
4;7;5
4;17;7
4;31;2
4;40;6
4;44;7
4;46;4
4;48;1
4;50;8
4;56;3
4;58;9
4;64;4
4;67;8
4;68;5
4;75;4
4;78;7
4;85;7
4;87;0
4;90;7
4;97;0
5;7;5
5;22;8
5;26;0
5;28;4
5;29;7
5;31;4
5;32;7
5;42;10
5;46;10
5;48;9
5;51;8
5;61;2
5;63;10
5;64;9
5;68;5
5;69;5
5;70;0
5;75;0
5;86;0
5;93;10
5;98;10
6;7;6
6;22;0
6;24;1
6;30;7
6;37;2
6;49;0
6;50;3
6;53;6
6;63;3
6;74;5
6;76;9
6;80;6
6;88;6
6;94;0
6;97;1
7;8;1
7;11;5
7;13;3
7;17;3
7;21;2
7;23;10
7;24;3
7;30;1
7;32;10
7;34;1
7;39;5
7;41;2
7;45;3
7;46;8
7;54;3
7;61;8
7;69;0
7;71;8
7;73;5
7;83;7
7;90;10
8;10;5
8;12;9
8;16;1
8;18;0
8;20;7
8;30;9
8;31;1
8;32;3
8;40;1
8;44;7
8;50;9
8;59;2
8;64;1
8;68;6
8;70;6
8;91;6
8;92;8
8;93;3
8;99;5
9;10;1
9;14;1
9;21;2
9;30;4
9;41;9
9;47;10
9;49;9
9;52;1
9;66;7
9;67;4
9;71;0
9;82;1
9;86;3
9;87;1
9;90;10
9;95;6
9;98;6
10;18;6
10;23;0
10;25;5
10;27;6
10;31;8
10;33;5
10;38;6
10;45;4
10;47;8
10;56;10
10;58;4
10;74;10
10;75;9
10;78;1
10;80;9
10;82;5
10;83;9
10;84;8
10;87;2
10;92;6
10;95;8
10;96;7
10;97;5
11;14;1
11;20;8
11;22;6
11;30;5
11;31;5
11;32;10
11;35;3
11;38;5
11;43;2
11;51;3
11;57;9
11;62;9
11;73;4
11;77;3
11;83;2
11;86;0
11;90;8
11;94;2
11;97;10
12;14;5
12;15;2
12;18;0
12;22;7
12;26;3
12;27;10
12;30;9
12;32;5
12;35;4
12;41;4
12;44;8
12;47;1
12;53;4
12;57;0
12;69;5
12;71;3
12;75;6
12;79;2
12;81;1
12;83;6
12;90;2
12;93;0
12;94;5
13;15;10
13;29;10
13;30;0
13;48;4
13;51;9
13;61;1
13;65;9
13;67;4
13;68;7
13;78;0
13;81;10
13;86;2
13;91;1
13;99;3
14;19;6
14;20;5
14;21;4
14;22;8
14;23;5
14;39;7
14;40;0
14;44;0
14;47;3
14;50;9
14;51;8
14;55;8
14;57;6
14;60;5
14;61;4
14;80;5
14;84;5
14;86;0
14;96;3
15;19;0
15;23;4
15;24;7
15;25;10
15;29;8
15;32;8
15;34;7
15;43;3
15;45;0
15;46;0
15;50;8
15;51;9
15;68;5
15;70;7
15;71;10
15;72;6
15;82;10
15;85;8
15;86;10
15;88;10
15;96;5
15;97;1
16;17;6
16;18;0
16;20;8
16;22;9
16;24;0
16;31;1
16;36;4
16;49;0
16;56;1
16;57;10
16;58;0
16;59;1
16;62;10
16;70;1
16;76;4
16;86;6
16;89;8
16;90;0
16;93;5
16;94;6
16;96;2
16;98;5
17;18;5
17;20;1
17;25;6
17;31;8
17;33;8
17;37;8
17;43;1
17;44;0
17;49;0
17;55;2
17;67;10
17;81;10
17;83;10
17;84;1
17;85;3
17;87;4
17;98;10
18;20;3
18;22;7
18;26;2
18;29;5
18;31;5
18;36;3
18;37;3
18;42;5
18;50;8
18;51;8
18;56;6
18;57;10
18;58;7
18;70;8
18;72;7
18;86;5
18;87;4
18;95;6
18;96;1
19;24;8
19;30;8
19;35;2
19;37;10
19;41;3
19;42;3
19;52;8
19;59;5
19;63;8
19;69;7
19;73;9
19;81;1
19;82;3
19;86;9
19;94;4
20;24;7
20;27;0
20;29;4
20;45;7
20;48;9
20;52;3
20;53;6
20;55;4
20;57;1
20;58;1
20;67;6
20;70;10
20;79;6
20;88;3
21;23;1
21;29;6
21;31;4
21;35;6
21;54;1
21;57;5
21;69;1
21;70;5
21;77;4
21;86;1
21;88;5
21;92;0
21;95;6
22;28;6
22;30;8
22;33;2
22;34;3
